,Type,Date,Num,Memo,Name,Qty,Sales Price,Amount,Balance
,Invoice,6/8/2022,010MAY22,Administrative Support,"10, Celanese",1,1678,1678,392146.33
,Invoice,6/8/2022,053MAY22,Administrative Support,"53, Harten Corporation",1,73.3,73.3,392219.63
,Invoice,6/8/2022,058MAY22,Administrative Support,"58, Leather Trends, Inc.",1,1539.5,1539.5,393759.13
,Invoice,6/8/2022,072MAY22,Administrative Support,"72, Crossroad Ingredients",1,174.27,174.27,393933.4
,Invoice,6/8/2022,076MAY22,Administrative Support,"76, Divi's Laboratories, Ltd. USA Inc.",1,288.62,288.62,394222.02
,Invoice,6/8/2022,136MAY22,Administrative Support,136 Glory Wisdom,1,182.16,182.16,394404.18
,Invoice,6/8/2022,139MAY22,Administrative Support,"139, Nutraland USA",1,0,0,394404.18
,Invoice,6/8/2022,099MAY22,Administrative Support,"99, Azile LLC",1,96.58,96.58,394500.76
,Invoice,6/8/2022,099MAY23,Administrative Support,184 - Worlee NaturProdukte,1,14.5,14.5,394515.26
,Invoice,6/9/2022,098MAY22,Administrative Support,98 - CGPC America Corporation,1,1772,1772,396287.26
,Invoice,6/9/2022,307MAY22,Administrative Support,307 Merritt,1,2028.4,2028.4,398315.66
,Invoice,6/9/2022,013MAY22,Administrative Support,"13, Omnova Solutions Inc. (A)",1,96,96,398411.66
,Invoice,6/9/2022,067MAY22,Administrative Support,"67, Quality Thread",1,1386.4,1386.4,399798.06
,Invoice,6/9/2022,1369,Administrative Support,307 Merritt,1,30.8,30.8,399828.86
,Invoice,6/10/2022,060MAY22,Administrative Support,"60, Loyalty Chemical",1,300,300,400128.86
,Invoice,6/10/2022,1373,Administrative Support,425 Lucky Zone WM,1,82.05,82.05,400210.91
,Invoice,6/10/2022,088MAY22,Administrative Support,"88, Clareo International",1,0,0,400210.91
,Invoice,6/10/2022,189MAY22,Administrative Support,189 - St. Charles Trading,1,202.48,202.48,400413.39
,Invoice,6/10/2022,195MAY22,Administrative Support,195 - Casa De Mesquite,1,0,0,400413.39
,Invoice,6/10/2022,233MAY22,Administrative Support,233 Firsd Tea North America LLC,1,1265.88,1265.88,401679.27
,Invoice,6/10/2022,244MAY22,Administrative Support,244 Doyle Farris,1,555,555,402234.27
,Invoice,6/10/2022,257MAY22,Administrative Support,257 Art of Tea,1,176,176,402410.27
,Invoice,6/10/2022,273MAY22,Administrative Support,273 LZ Selloff,1,0,0,402410.27
,Invoice,6/10/2022,292MAY22,Administrative Support,292 Bioriginal,1,1395,1395,403805.27
,Invoice,6/13/2022,323MAY22,Administrative Support,323 Amazon Health Products,1,0,0,403805.27
,Invoice,6/13/2022,137MAY22,Administrative Support,"137, NVMK Sales",1,123.5,123.5,403928.77
,Invoice,6/14/2022,295MAY22,Administrative Support,295 SiLeather,1,448.1,448.1,404376.87
,Invoice,6/14/2022,301MAY22,Administrative Support,301 GRANADA TILE,1,1190.5,1190.5,405567.37
,Invoice,6/14/2022,302MAY22,Administrative Support,302 Huisong,1,380,380,405947.37
,Invoice,6/14/2022,313MAY22,Administrative Support,313 Logo Brand DSG,1,43,43,405990.37
,Invoice,6/14/2022,291MAY22,Administrative Support,Omya Specialty Materials Inc.,1,0,0,405990.37
,Invoice,6/14/2022,046MAY22,Administrative Support,Omya Specialty Materials Inc.,1,1598.85,1598.85,407589.22
,Invoice,6/15/2022,041MAY22FIN,Administrative Support,"41, Keyston Bros.",1,808.9,808.9,408398.12
,Invoice,6/15/2022,1356,Administrative Support,"137, NVMK Sales",1,439.1,439.1,408837.22
,Invoice,6/15/2022,1445,Administrative Support,"86, Morbern",1,2249.54,2249.54,411086.76
,Invoice,6/15/2022,1452,Administrative Support,"170, Pacific Crest Trading Group",1,4671.26,4671.26,415758.02
,Invoice,6/15/2022,1358,Administrative Support,197 - Karen Pearse,1,0,0,415758.02
,Invoice,6/15/2022,1451,Administrative Support,314 Liquid Death,1,1549.4,1549.4,417307.42
,Invoice,6/15/2022,1361,Administrative Support,402 Paragon Chinasia,1,0,0,417307.42
,Invoice,6/15/2022,1362,Administrative Support,403 Modern Gourmet Foods,1,60,60,417367.42
,Invoice,6/15/2022,1368,Administrative Support,413 UPPER CRUST,1,1444.5,1444.5,418811.92
,Invoice,6/15/2022,1370,Administrative Support,415 Textiles For You,1,313,313,419124.92
,Invoice,7/6/2022,261JUN22,Administrative Support,Mayborn,1,8200,8200,427324.92
,Invoice,7/6/2022,262JUN22,Administrative Support,Mayborn,1,0,0,427324.92
,Invoice,7/8/2022,UNIJUN22,Administrative Support,Unicargo,1,10502,10502,437826.92
,Invoice,7/14/2022,1487,Administrative Support,"86, Morbern",1,899.02,899.02,438725.94
,Invoice,7/14/2022,1471,Administrative Support,"120, Designer Pet Products",1,39,39,438764.94
,Invoice,7/14/2022,1472,Administrative Support,"137, NVMK Sales",1,371.9,371.9,439136.84
,Invoice,7/14/2022,1453,Administrative Support,"170, Pacific Crest Trading Group",1,4813.28,4813.28,443950.12
,Invoice,7/14/2022,1564,Administrative Support,197 - Karen Pearse,1,0,0,443950.12
,Invoice,7/14/2022,1454,Administrative Support,314 Liquid Death,1,1975,1975,445925.12
,Invoice,7/14/2022,1468,Monthly Acct Management,400 Joseph Joseph,1,18600,18600,464525.12
,Invoice,7/14/2022,1473,Administrative Support,402 Paragon Chinasia,1,214,214,464739.12
,Invoice,7/14/2022,1563,Administrative Support,403 Modern Gourmet Foods,1,70,70,464809.12
,Invoice,7/14/2022,1475,Clerical,404 CustomFab USA,1,15,15,464824.12
,Invoice,7/14/2022,1476,Administrative Support,406 Access Business Group LLC,1,99,99,464923.12
,Invoice,7/14/2022,1566,Administrative Support,409 WTW Inc,1,382,382,465305.12
,Invoice,7/14/2022,1469,Administrative Support,410 Prinova,1,1450,1450,466755.12
,Invoice,7/14/2022,1562,Administrative Support,411 Maveric Medical,1,370,370,467125.12
,Invoice,7/14/2022,1479,Administrative Support,413 UPPER CRUST,1,1266,1266,468391.12
,Invoice,7/14/2022,1480,Administrative Support,307 Merritt,1,6,6,468397.12
,Invoice,7/14/2022,1481,Administrative Support,415 Textiles For You,1,175,175,468572.12
,Invoice,7/14/2022,1470,Administrative Support,424 - Body Armor,1,3358.35,3358.35,471930.47
,Invoice,7/14/2022,1567,Administrative Support,425 Lucky Zone WM,1,386.09,386.09,472316.56
,Invoice,7/14/2022,1485,Administrative Support,426-Tractor Beverages,1,100,100,472416.56
,Invoice,7/14/2022,1486,Administrative Support,428 Ten Acre Gifts,1,40,40,472456.56
,Invoice,7/14/2022,010JUN22,Administrative Support,"10, Celanese",1,1433,1433,473889.56
,Invoice,7/14/2022,012JUN22,Administrative Support,"12, Omnova Solutions Inc. (C)",1,450.5,450.5,474340.06
,Invoice,7/14/2022,013JUN22,Administrative Support,"13, Omnova Solutions Inc. (A)",1,18,18,474358.06
,Invoice,7/14/2022,046JUN22,Administrative Support,Omya Specialty Materials Inc.,1,1522.3,1522.3,475880.36
,Invoice,7/14/2022,053JUN22,Administrative Support,"53, Harten Corporation",1,151.64,151.64,476032
,Invoice,7/14/2022,058JUN22,Administrative Support,"58, Leather Trends, Inc.",1,1523,1523,477555
,Invoice,7/14/2022,060JUN22,Administrative Support,"60, Loyalty Chemical",1,300,300,477855
,Invoice,7/14/2022,067JUN22,Administrative Support,"67, Quality Thread",1,1308,1308,479163
,Invoice,7/14/2022,072JUN22,Administrative Support,"72, Crossroad Ingredients",1,189.27,189.27,479352.27
,Invoice,7/14/2022,076JUN22,Administrative Support,"76, Divi's Laboratories, Ltd. USA Inc.",1,306.74,306.74,479659.01
,Invoice,7/14/2022,087JUN22,Administrative Support,"87, Martin Bauer",1,99.24,99.24,479758.25
,Invoice,7/14/2022,088JUN22,Administrative Support,"88, Clareo International",1,0,0,479758.25
,Invoice,7/14/2022,091JUN22,Administrative Support,"91, BenchMaster Furniture",1,731,731,480489.25
,Invoice,7/14/2022,098JUN22,Administrative Support,98 - CGPC America Corporation,1,1782,1782,482271.25
,Invoice,7/14/2022,099JUN22,Administrative Support,"99, Azile LLC",1,75.22,75.22,482346.47
,Invoice,7/14/2022,116JUN22,Administrative Support,"116, Layn USA",1,427.12,427.12,482773.59
,Invoice,7/14/2022,123JUN22,Administrative Support,"123, PetRageous Designs",1,2078.87,2078.87,484852.46
,Invoice,7/14/2022,137JUN22,Administrative Support,"137, NVMK Sales",1,78,78,484930.46
,Invoice,7/14/2022,139JUN22,Administrative Support,"139, Nutraland USA",1,0,0,484930.46
,Invoice,7/14/2022,143JUN22,Administrative Support,"143, Barentz",1,164.39,164.39,485094.85
,Invoice,7/14/2022,184JUN22,Administrative Support,184 - Worlee NaturProdukte,1,8.6,8.6,485103.45
,Invoice,7/14/2022,189JUN22,Administrative Support,189 - St. Charles Trading,1,167.08,167.08,485270.53
,Invoice,7/14/2022,195JUN22,Administrative Support,195 - Casa De Mesquite,1,0,0,485270.53
,Invoice,7/14/2022,209JUN22,Administrative Support,209 - NutraChem,1,473.92,473.92,485744.45
,Invoice,7/14/2022,223JUN22,Administrative Support,223 Distrilogik US Ltd,1,1642,1642,487386.45
,Invoice,7/14/2022,233JUN22,Administrative Support,233 Firsd Tea North America LLC,1,1211.14,1211.14,488597.59
,Invoice,7/14/2022,244JUN22,Administrative Support,244 Doyle Farris,1,563.55,563.55,489161.14
,Invoice,7/14/2022,257JUN22,Administrative Support,257 Art of Tea,1,169.4,169.4,489330.54
,Invoice,7/14/2022,269JUN22,Administrative Support,269 Nassimi,1,1608.16,1608.16,490938.7
,Invoice,7/14/2022,273JUN22,Administrative Support,273 LZ Selloff,1,0,0,490938.7
,Invoice,7/14/2022,291JUN22,Administrative Support,Omya Specialty Materials Inc.,1,51.1,51.1,490989.8
,Invoice,7/14/2022,292JUN22,Administrative Support,292 Bioriginal,1,1461,1461,492450.8
,Invoice,7/14/2022,295JUN22,Administrative Support,295 SiLeather,1,534.1,534.1,492984.9
,Invoice,7/14/2022,301JUN22,Administrative Support,301 GRANADA TILE,1,1176.75,1176.75,494161.65
,Invoice,7/14/2022,302JUN22,Administrative Support,302 Huisong,1,356,356,494517.65
,Invoice,7/14/2022,307JUN22,Administrative Support,307 Merritt,1,2073.4,2073.4,496591.05
,Invoice,7/14/2022,313JUN22,Administrative Support,313 Logo Brand DSG,1,16.25,16.25,496607.3
,Invoice,7/14/2022,317JUN22,Administrative Support,317 Pair,1,2325.02,2325.02,498932.32
,Invoice,7/14/2022,322JUN22,Administrative Support,322 Teco Irrigation USA,1,40,40,498972.32
,Invoice,7/14/2022,323JUN22,Administrative Support,323 Amazon Health Products,1,0,0,498972.32
,Invoice,7/14/2022,324JUN22,Administrative Support,324 Barrington Nutritionals,1,934.25,934.25,499906.57
,Invoice,7/14/2022,325JUN22,Administrative Support,325 TR Nutritionals,1,864,864,500770.57
,Invoice,7/31/2022,1581,Administrative Support,417 Ruroc,1,9100,9100,509870.57
,Invoice,7/31/2022,417STARTUP,Administrative Support,417 Ruroc,1,0,0,509870.57
,Invoice,8/1/2022,261JUL22,Administrative Support,Mayborn,1,8200,8200,518070.57
,Invoice,8/1/2022,262JUL22,Administrative Support,Mayborn,1,0,0,518070.57
,Invoice,8/2/2022,UNIJUL22,Administrative Support,Unicargo,1,10489,10489,528559.57
,Invoice,8/2/2022,1583,Monthly Acct Management,400 Joseph Joseph,1,18600,18600,547159.57
,Invoice,8/5/2022,1584,Administrative Support,424 - Body Armor,1,3935.25,3935.25,551094.82
,Invoice,8/10/2022,010JUL22,Administrative Support,"10, Celanese",1,1440,1440,552534.82
,Invoice,8/11/2022,1679,Administrative Support,"86, Morbern",1,1366.64,1366.64,553901.46
,Invoice,8/11/2022,1663,Administrative Support,"120, Designer Pet Products",1,0,0,553901.46
,Invoice,8/11/2022,1667,Administrative Support,402 Paragon Chinasia,1,,0,553901.46
,Invoice,8/11/2022,1680,Administrative Support,197 - Karen Pearse,1,0,0,553901.46
,Invoice,8/11/2022,1665,Administrative Support,"170, Pacific Crest Trading Group",1,4330.2,4330.2,558231.66
,Invoice,8/11/2022,1582,Administrative Support,411 Maveric Medical,1,440,440,558671.66
,Invoice,8/11/2022,1672,Administrative Support,413 UPPER CRUST,1,1476,1476,560147.66
,Invoice,8/11/2022,1674,Administrative Support,415 Textiles For You,1,160,160,560307.66
,Invoice,8/11/2022,012JUL22,Administrative Support,"12, Omnova Solutions Inc. (C)",1,428,428,560735.66
,Invoice,8/11/2022,046JUL22,Administrative Support,Omya Specialty Materials Inc.,1,1390.7,1390.7,562126.36
,Invoice,8/11/2022,053JUL22,Administrative Support,"53, Harten Corporation",1,86.9,86.9,562213.26
,Invoice,8/11/2022,058JUL22,Administrative Support,"58, Leather Trends, Inc.",1,1530,1530,563743.26
,Invoice,8/11/2022,060JUL22,Administrative Support,"60, Loyalty Chemical",1,300,300,564043.26
,Invoice,8/11/2022,067JUL22,Administrative Support,"67, Quality Thread",1,1453.6,1453.6,565496.86
,Invoice,8/11/2022,072JUL22,Administrative Support,"72, Crossroad Ingredients",1,220.92,220.92,565717.78
,Invoice,8/11/2022,076JUL22,Administrative Support,"76, Divi's Laboratories, Ltd. USA Inc.",1,279.56,279.56,565997.34
,Invoice,8/11/2022,087JUL22,Administrative Support,"87, Martin Bauer",1,95.94,95.94,566093.28
,Invoice,8/11/2022,088JUL22,Administrative Support,"88, Clareo International",1,27.64,27.64,566120.92
,Invoice,8/11/2022,091JUL22,Administrative Support,"91, BenchMaster Furniture",1,546,546,566666.92
,Invoice,8/11/2022,098JUL22,Administrative Support,98 - CGPC America Corporation,1,1682,1682,568348.92
,Invoice,8/11/2022,099JUL22,Administrative Support,"99, Azile LLC",1,111.44,111.44,568460.36
,Invoice,8/11/2022,116JUL22,Administrative Support,"116, Layn USA",1,792.7,792.7,569253.06
,Invoice,8/11/2022,123JUL22,Administrative Support,"123, PetRageous Designs",1,1576.25,1576.25,570829.31
,Invoice,8/11/2022,139JUL22,Administrative Support,"139, Nutraland USA",1,0,0,570829.31
,Invoice,8/11/2022,143JUL22,Administrative Support,"143, Barentz",1,168.64,168.64,570997.95
,Invoice,8/11/2022,184JUL22,Administrative Support,184 - Worlee NaturProdukte,1,0,0,570997.95
,Invoice,8/11/2022,189JUL22,Administrative Support,189 - St. Charles Trading,1,178.04,178.04,571175.99
,Invoice,8/11/2022,195JUL22,Administrative Support,195 - Casa De Mesquite,1,0,0,571175.99
,Invoice,8/11/2022,223JUL22,Administrative Support,223 Distrilogik US Ltd,1,1671,1671,572846.99
,Invoice,8/11/2022,209JUL22,Administrative Support,209 - NutraChem,1,473.92,473.92,573320.91
,Invoice,8/11/2022,233JUL22,Administrative Support,233 Firsd Tea North America LLC,1,1336.26,1336.26,574657.17
,Invoice,8/11/2022,244JUL22,Administrative Support,244 Doyle Farris,1,465,465,575122.17
,Invoice,8/11/2022,257JUL22,Administrative Support,257 Art of Tea,1,182.6,182.6,575304.77
,Invoice,8/11/2022,269JUL22,Administrative Support,269 Nassimi,1,783.3,783.3,576088.07
,Invoice,8/11/2022,273JUL22,Administrative Support,273 LZ Selloff,1,0,0,576088.07
,Invoice,8/11/2022,292JUL22,Administrative Support,292 Bioriginal,1,1132,1132,577220.07
,Invoice,8/11/2022,295JUL22,Administrative Support,295 SiLeather,1,390.2,390.2,577610.27
,Invoice,8/11/2022,301JUL22,Administrative Support,301 GRANADA TILE,1,1152,1152,578762.27
,Invoice,8/11/2022,302JUL22,Administrative Support,302 Huisong,1,401.8,401.8,579164.07
,Invoice,8/11/2022,307JUL22,Administrative Support,307 Merritt,1,1658.6,1658.6,580822.67
,Invoice,8/11/2022,313JUL22,Administrative Support,313 Logo Brand DSG,1,0,0,580822.67
,Invoice,8/11/2022,317JUL22,Administrative Support,317 Pair,1,2021.6,2021.6,582844.27
,Invoice,8/11/2022,322JUL22,Administrative Support,322 Teco Irrigation USA,1,10,10,582854.27
,Invoice,8/11/2022,323JUL22,Administrative Support,323 Amazon Health Products,1,0,0,582854.27
,Invoice,8/11/2022,324JUL22,Administrative Support,324 Barrington Nutritionals,1,851.25,851.25,583705.52
,Invoice,8/11/2022,1669,Clerical,404 CustomFab USA,1,0,0,583705.52
,Invoice,8/11/2022,1670,Administrative Support,406 Access Business Group LLC,1,99,99,583804.52
,Invoice,8/11/2022,1673,Administrative Support,307 Merritt,1,10,10,583814.52
,Invoice,8/11/2022,325JUL22,Administrative Support,325 TR Nutritionals,1,908,908,584722.52
,Invoice,8/12/2022,1676,Administrative Support,425 Lucky Zone WM,1,5448.15,5448.15,590170.67
,Invoice,8/12/2022,1668,Administrative Support,403 Modern Gourmet Foods,1,0,0,590170.67
,Invoice,8/12/2022,1681,Administrative Support,410 Prinova,1,1390,1390,591560.67
,Invoice,8/12/2022,137JUL22,Administrative Support,"137, NVMK Sales",1,19.5,19.5,591580.17
,Invoice,8/12/2022,1664,Administrative Support,"137, NVMK Sales",1,104.4,104.4,591684.57
,Invoice,8/12/2022,1666,Administrative Support,314 Liquid Death,1,1162.6,1162.6,592847.17
,Invoice,8/12/2022,1671,Administrative Support,409 WTW Inc,1,475.5,475.5,593322.67
,Invoice,8/15/2022,291JUL22,Administrative Support,Omya Specialty Materials Inc.,1,7.3,7.3,593329.97
,Invoice,8/15/2022,1677,Administrative Support,426-Tractor Beverages,1,117,117,593446.97
,Invoice,8/15/2022,1662,Administrative Support,417 Ruroc,1,6900,6900,600346.97
,Invoice,8/15/2022,1682,Monthly Acct Management,400 Joseph Joseph,1,0,0,600346.97
,Invoice,8/15/2022,400JulyOver,Monthly Acct Management,400 Joseph Joseph,1,0,0,600346.97
,Invoice,9/1/2022,1684,Administrative Support,"137, NVMK Sales",1,26.8,26.8,600373.77
,Invoice,9/1/2022,233AUG22,Administrative Support,233 Firsd Tea North America LLC,1,1086.02,1086.02,601459.79
,Invoice,9/1/2022,137AUG22,Administrative Support,"137, NVMK Sales",1,65,65,601524.79
,Invoice,9/1/2022,257AUG22,Administrative Support,257 Art of Tea,1,151,151,601675.79
,Invoice,9/1/2022,053AUG22,Administrative Support,"53, Harten Corporation",1,90.18,90.18,601765.97
,Invoice,9/1/2022,091AUG22,Administrative Support,"91, BenchMaster Furniture",1,521,521,602286.97
,Invoice,9/1/2022,261AUG22,Administrative Support,Mayborn,1,8200,8200,610486.97
,Invoice,9/1/2022,262AUG22,Administrative Support,Mayborn,1,0,0,610486.97
,Invoice,9/2/2022,1705,Administrative Support,425 Lucky Zone WM,1,7136.63,7136.63,617623.6
,Invoice,9/2/2022,1704,Administrative Support,424 - Body Armor,1,3565.8,3565.8,621189.4
,Invoice,9/2/2022,UNIAUG22,Administrative Support,Unicargo,1,11707,11707,632896.4
,Invoice,9/2/2022,1706,Administrative Support,426-Tractor Beverages,1,498,498,633394.4
,Invoice,9/2/2022,1685,Monthly Acct Management,400 Joseph Joseph,1,18600,18600,651994.4
,Invoice,9/2/2022,1697,Administrative Support,410 Prinova,1,1850,1850,653844.4
,Invoice,9/2/2022,1691,Administrative Support,314 Liquid Death,1,1022.05,1022.05,654866.45
,Invoice,9/2/2022,1695,Administrative Support,406 Access Business Group LLC,1,198,198,655064.45
,Invoice,9/6/2022,1792,Administrative Support,415 Textiles For You,1,42,42,655106.45
,Invoice,9/8/2022,317AUG22,Administrative Support,317 Pair,1,1592.76,1592.76,656699.21
,Invoice,9/8/2022,184AUG22,Administrative Support,184 - Worlee NaturProdukte,1,35.5,35.5,656734.71
,Invoice,9/8/2022,189AUG22,Administrative Support,189 - St. Charles Trading,1,199,199,656933.71
,Invoice,9/9/2022,098AUG22,Administrative Support,98 - CGPC America Corporation,1,2126,2126,659059.71
,Invoice,9/9/2022,223AUG22,Administrative Support,223 Distrilogik US Ltd,1,1577,1577,660636.71
,Invoice,9/9/2022,010AUG22,Administrative Support,"10, Celanese",1,1566,1566,662202.71
,Invoice,9/9/2022,012AUG22,Administrative Support,"12, Omnova Solutions Inc. (C)",1,527.5,527.5,662730.21
,Invoice,9/9/2022,046AUG22,Administrative Support,Omya Specialty Materials Inc.,1,1390.7,1390.7,664120.91
,Invoice,9/9/2022,058AUG22,Administrative Support,"58, Leather Trends, Inc.",1,1462.25,1462.25,665583.16
,Invoice,9/9/2022,060AUG22,Administrative Support,"60, Loyalty Chemical",1,300,300,665883.16
,Invoice,9/9/2022,067AUG22,Administrative Support,"67, Quality Thread",1,1677.6,1677.6,667560.76
,Invoice,9/9/2022,072AUG22,Administrative Support,"72, Crossroad Ingredients",1,166.44,166.44,667727.2
,Invoice,9/9/2022,076AUG22,Administrative Support,"76, Divi's Laboratories, Ltd. USA Inc.",1,348.67,348.67,668075.87
,Invoice,9/9/2022,087AUG22,Administrative Support,"87, Martin Bauer",1,44.99,44.99,668120.86
,Invoice,9/9/2022,088AUG22,Administrative Support,"88, Clareo International",1,0,0,668120.86
,Invoice,9/9/2022,099AUG22,Administrative Support,"99, Azile LLC",1,89.46,89.46,668210.32
,Invoice,9/9/2022,123AUG22,Administrative Support,"123, PetRageous Designs",1,1884.16,1884.16,670094.48
,Invoice,9/9/2022,143AUG22,Administrative Support,"143, Barentz",1,142.12,142.12,670236.6
,Invoice,9/9/2022,209AUG22,Administrative Support,209 - NutraChem,1,527.36,527.36,670763.96
,Invoice,9/9/2022,244AUG22,Administrative Support,244 Doyle Farris,1,615,615,671378.96
,Invoice,9/9/2022,273AUG22,Administrative Support,273 LZ Selloff,1,62.05,62.05,671441.01
,Invoice,9/9/2022,291AUG22,Administrative Support,Omya Specialty Materials Inc.,1,0,0,671441.01
,Invoice,9/9/2022,292AUG22,Administrative Support,292 Bioriginal,1,1120,1120,672561.01
,Invoice,9/9/2022,301AUG22,Administrative Support,301 GRANADA TILE,1,1124.5,1124.5,673685.51
,Invoice,9/9/2022,307AUG22,Administrative Support,307 Merritt,1,856.3,856.3,674541.81
,Invoice,9/9/2022,313AUG22,Administrative Support,313 Logo Brand DSG,1,0,0,674541.81
,Invoice,9/9/2022,322AUG22,Administrative Support,322 Teco Irrigation USA,1,69.4,69.4,674611.21
,Invoice,9/9/2022,323AUG22,Administrative Support,323 Amazon Health Products,1,325,325,674936.21
,Invoice,9/9/2022,324AUG22,Administrative Support,324 Barrington Nutritionals,1,1025,1025,675961.21
,Invoice,9/9/2022,325AUG22,Administrative Support,325 TR Nutritionals,1,666,666,676627.21
,Invoice,9/9/2022,116AUG22,Administrative Support,"116, Layn USA",1,809.4,809.4,677436.61
,Invoice,9/9/2022,1700,Administrative Support,307 Merritt,1,0,0,677436.61
,Invoice,9/9/2022,1699,Administrative Support,413 UPPER CRUST,1,1297.5,1297.5,678734.11
,Invoice,9/9/2022,1694,Clerical,404 CustomFab USA,1,15,15,678749.11
,Invoice,9/9/2022,1698,Administrative Support,411 Maveric Medical,1,420,420,679169.11
,Invoice,9/9/2022,1791,Administrative Support,"86, Morbern",1,1496.71,1496.71,680665.82
,Invoice,9/9/2022,1687,Administrative Support,"120, Designer Pet Products",1,0,0,680665.82
,Invoice,9/9/2022,1690,Administrative Support,197 - Karen Pearse,1,0,0,680665.82
,Invoice,9/9/2022,1693,Administrative Support,403 Modern Gourmet Foods,1,0,0,680665.82
,Invoice,9/12/2022,1689,Administrative Support,"170, Pacific Crest Trading Group",1,4079.66,4079.66,684745.48
,Invoice,9/12/2022,1696,Administrative Support,409 WTW Inc,1,300,300,685045.48
,Invoice,9/12/2022,1703,Administrative Support,417 Ruroc,1,6900,6900,691945.48
,Invoice,9/12/2022,1796,Administrative Support,402 Paragon Chinasia,1,24,24,691969.48
,Invoice,10/1/2022,1798,Administrative Support,403 Modern Gourmet Foods,1,0,0,691969.48
,Invoice,10/1/2022,313SEP22FIN,Administrative Support,313 Logo Brand DSG,1,8.5,8.5,691977.98
,Invoice,10/3/2022,261SEP22,Administrative Support,Mayborn,1,8200,8200,700177.98
,Invoice,10/3/2022,262SEP22,Administrative Support,Mayborn,1,0,0,700177.98
,Invoice,10/3/2022,098SEP22,Administrative Support,98 - CGPC America Corporation,1,1742,1742,701919.98
,Invoice,10/3/2022,223SEP22,Administrative Support,223 Distrilogik US Ltd,1,1588,1588,703507.98
,Invoice,10/3/2022,123SEP22,Administrative Support,"123, PetRageous Designs",1,2234.88,2234.88,705742.86
,Invoice,10/3/2022,046SEP22,Administrative Support,Omya Specialty Materials Inc.,1,1421.14,1421.14,707164
,Invoice,10/3/2022,244SEP22,Administrative Support,244 Doyle Farris,1,585,585,707749
,Invoice,10/4/2022,307SEP22,Administrative Support,307 Merritt,1,1307.9,1307.9,709056.9
,Invoice,10/4/2022,324SEP22,Administrative Support,324 Barrington Nutritionals,1,844.75,844.75,709901.65
,Invoice,10/4/2022,143SEP22,Administrative Support,"143, Barentz",1,71.06,71.06,709972.71
,Invoice,10/4/2022,010SEP22,Administrative Support,"10, Celanese",1,1419,1419,711391.71
,Invoice,10/4/2022,072SEP22,Administrative Support,"72, Crossroad Ingredients",1,291.85,291.85,711683.56
,Invoice,10/4/2022,087SEP22,Administrative Support,"87, Martin Bauer",1,85.4,85.4,711768.96
,Invoice,10/4/2022,325SEP22,Administrative Support,325 TR Nutritionals,1,699,699,712467.96
,Invoice,10/4/2022,322SEP22,Administrative Support,322 Teco Irrigation USA,1,40,40,712507.96
,Invoice,10/4/2022,076SEP22,Administrative Support,"76, Divi's Laboratories, Ltd. USA Inc.",1,280.21,280.21,712788.17
,Invoice,10/4/2022,189SEP22,Administrative Support,189 - St. Charles Trading,1,114.85,114.85,712903.02
,Invoice,10/5/2022,1814,Administrative Support,425 Lucky Zone WM,1,6705.62,6705.62,719608.64
,Invoice,10/5/2022,1808,Administrative Support,409 WTW Inc,1,200,200,719808.64
,Invoice,10/5/2022,1817,Administrative Support,410 Prinova,1,1550,1550,721358.64
,Invoice,10/6/2022,012SEP22,Administrative Support,"12, Omnova Solutions Inc. (C)",1,448.5,448.5,721807.14
,Invoice,10/6/2022,058SEP22,Administrative Support,"58, Leather Trends, Inc.",1,1448,1448,723255.14
,Invoice,10/6/2022,060SEP22FIN,Administrative Support,"60, Loyalty Chemical",1,300,300,723555.14
,Invoice,10/6/2022,067SEP22,Administrative Support,"67, Quality Thread",1,1520.8,1520.8,725075.94
,Invoice,10/6/2022,088SEP22,Administrative Support,"88, Clareo International",1,75.57,75.57,725151.51
,Invoice,10/6/2022,099SEP22,Administrative Support,"99, Azile LLC",1,117.32,117.32,725268.83
,Invoice,10/6/2022,1913,Monthly Acct Management,400 Joseph Joseph,1,18600,18600,743868.83
,Invoice,10/6/2022,1914,Monthly Acct Management,400 Joseph Joseph,1,0,0,743868.83
,Invoice,10/7/2022,UNISEP22,Administrative Support,Unicargo,1,12426,12426,756294.83
,Invoice,10/7/2022,116SEP22,Administrative Support,"116, Layn USA",1,416.6,416.6,756711.43
,Invoice,10/7/2022,184SEP22,Administrative Support,184 - Worlee NaturProdukte,1,0,0,756711.43
,Invoice,10/7/2022,273SEP22,Administrative Support,273 LZ Selloff,1,21.15,21.15,756732.58
,Invoice,10/7/2022,323SEP22,Administrative Support,323 Amazon Health Products,1,0,0,756732.58
,Invoice,10/7/2022,292SEP22,Administrative Support,292 Bioriginal,1,1036,1036,757768.58
,Invoice,10/10/2022,301SEP22,Administrative Support,301 GRANADA TILE,1,1066,1066,758834.58
,Invoice,10/11/2022,209SEP22,Administrative Support,209 - NutraChem,1,458.08,458.08,759292.66
,Invoice,10/11/2022,1816,Administrative Support,"86, Morbern",1,1097.93,1097.93,760390.59
,Invoice,10/11/2022,1800,Administrative Support,"120, Designer Pet Products",1,61,61,760451.59
,Invoice,10/11/2022,1802,Administrative Support,"170, Pacific Crest Trading Group",1,3464.44,3464.44,763916.03
,Invoice,10/11/2022,1912,Administrative Support,197 - Karen Pearse,1,0,0,763916.03
,Invoice,10/11/2022,1803,Administrative Support,314 Liquid Death,1,593,593,764509.03
